name,pass,all,score,pass,all,score,Total-score
nfslock01.sh,0,0,0,-,-,-,0
nfsstat01.sh,0,0,0,-,-,-,0
nft01.sh,0,0,0,-,-,-,0
nft02,0,0,0,-,-,-,0
nftw01,0,0,0,-,-,-,0
nftw6401,0,0,0,-,-,-,0
nice01,0,1,0,-,-,-,0
nice02,0,1,0,-,-,-,0
nice03,0,1,0,-,-,-,0
nice04,0,1,0,-,-,-,0
nice05,0,1,0,-,-,-,0
nm01.sh,0,0,0,-,-,-,0
nptl01,0,0,0,-,-,-,0
ns-echoclient,0,0,0,-,-,-,0
ns-icmp_redirector,0,0,0,-,-,-,0
ns-icmpv4_sender,0,0,0,-,-,-,0
ns-icmpv6_sender,0,0,0,-,-,-,0
ns-igmp_querier,0,0,0,-,-,-,0
ns-mcast_join,0,0,0,-,-,-,0
ns-mcast_receiver,0,0,0,-,-,-,0
ns-tcpclient,0,0,0,-,-,-,0
ns-tcpserver,0,0,0,-,-,-,0
ns-udpclient,0,0,0,-,-,-,0
ns-udpsender,0,0,0,-,-,-,0
ns-udpserver,0,0,0,-,-,-,0
numa01.sh,0,0,0,-,-,-,0
oom01,0,1,0,-,-,-,0
oom02,0,0,0,-,-,-,0
oom03,0,0,0,-,-,-,0
oom04,0,0,0,-,-,-,0
oom05,0,0,0,-,-,-,0
open01,2,2,2,-,-,-,2
open02,0,1,0,-,-,-,0
open03,1,1,1,-,-,-,1
open04,1,1,1,-,-,-,1
open06,0,1,0,-,-,-,0
open07,0,1,0,-,-,-,0
open08,2,6,2,-,-,-,2
open09,0,2,0,-,-,-,0
open10,0,1,0,-,-,-,0
open11,0,1,0,-,-,-,0
open12,0,0,0,-,-,-,0
open12_child,0,0,0,-,-,-,0
open13,0,0,0,-,-,-,0
open14,0,0,0,-,-,-,0
open_by_handle_at01,0,1,0,-,-,-,0
open_by_handle_at02,0,1,0,-,-,-,0
open_tree01,0,1,0,-,-,-,0
open_tree02,0,1,0,-,-,-,0
openat01,4,5,4,-,-,-,4
openat02,0,0,0,-,-,-,0
openat02_child,0,0,0,-,-,-,0
openat03,0,0,0,-,-,-,0
openat04,0,2,0,-,-,-,0
openat201,0,1,0,-,-,-,0
openat202,0,1,0,-,-,-,0
openat203,0,1,0,-,-,-,0
openfile,0,0,0,-,-,-,0
output_ipsec_conf,0,0,0,-,-,-,0
overcommit_memory,0,1,0,-,-,-,0
page01,0,0,0,-,-,-,0
page02,0,0,0,-,-,-,0
parameters.sh,0,0,0,-,-,-,0
pathconf01,17,17,17,-,-,-,17
pathconf02,0,1,0,-,-,-,0
pause01,0,1,0,-,-,-,0
pause02,0,0,0,-,-,-,0
pause03,0,0,0,-,-,-,0
pcrypt_aead01,0,1,0,-,-,-,0
pec_listener,0,0,0,-,-,-,0
perf_event_open01,0,0,0,-,-,-,0
perf_event_open02,0,1,0,-,-,-,0
perf_event_open03,0,1,0,-,-,-,0
personality01,0,18,0,-,-,-,0
personality02,0,1,0,-,-,-,0
pidfd_getfd01,0,1,0,-,-,-,0
pidfd_getfd02,0,1,0,-,-,-,0
pidfd_open01,0,1,0,-,-,-,0
pidfd_open02,0,1,0,-,-,-,0
pidfd_open03,0,1,0,-,-,-,0
pidfd_open04,0,1,0,-,-,-,0
pidfd_send_signal01,0,1,0,-,-,-,0
pidfd_send_signal02,0,1,0,-,-,-,0
pidfd_send_signal03,0,1,0,-,-,-,0
pids.sh,0,0,0,-,-,-,0
ping01.sh,0,0,0,-,-,-,0
ping02.sh,0,0,0,-,-,-,0
pipe01,1,1,1,-,-,-,1
pipe02,0,2,0,-,-,-,0
pipe03,0,2,0,-,-,-,0
pipe04,0,0,0,-,-,-,0
pipe05,0,0,0,-,-,-,0
pipe06,1,1,1,-,-,-,1
pipe07,0,1,0,-,-,-,0
pipe08,0,2,0,-,-,-,0
pipe09,0,0,0,-,-,-,0
pipe10,1,1,1,-,-,-,1
pipe11,70,70,70,-,-,-,70
pipe12,0,1,0,-,-,-,0
pipe13,0,1,0,-,-,-,0
pipe14,1,1,1,-,-,-,1
pipe15,0,1,0,-,-,-,0
pipe2_01,4,7,4,-,-,-,4
pipe2_02,0,1,0,-,-,-,0
pipe2_02_child,0,0,0,-,-,-,0
pipe2_04,0,1,0,-,-,-,0
pipeio,0,0,0,-,-,-,0
pivot_root01,0,2,0,-,-,-,0
pkey01,0,0,0,-,-,-,0
pm_cpu_consolidation.py,0,0,0,-,-,-,0
pm_get_sched_values,0,0,0,-,-,-,0
pm_ilb_test.py,0,0,0,-,-,-,0
pm_include.sh,0,0,0,-,-,-,0
pm_sched_domain.py,0,0,0,-,-,-,0
pm_sched_mc.py,0,0,0,-,-,-,0
poll01,2,2,2,-,-,-,2
poll02,0,1,0,-,-,-,0
posix_fadvise01,0,6,0,-,-,-,0
posix_fadvise01_64,0,6,0,-,-,-,0
posix_fadvise02,0,6,0,-,-,-,0
posix_fadvise02_64,0,6,0,-,-,-,0
posix_fadvise03,6,32,6,-,-,-,6
posix_fadvise03_64,6,32,6,-,-,-,6
posix_fadvise04,0,6,0,-,-,-,0
posix_fadvise04_64,0,6,0,-,-,-,0
ppoll01,7,8,7,-,-,-,7
prctl01,0,1,0,-,-,-,0
prctl02,0,1,0,-,-,-,0
prctl03,0,1,0,-,-,-,0
prctl04,0,7,0,-,-,-,0
prctl05,2,3,2,-,-,-,2
prctl06,0,1,0,-,-,-,0
prctl06_execve,0,0,0,-,-,-,0
prctl07,0,1,0,-,-,-,0
prctl08,6,11,6,-,-,-,6
prctl09,0,1,0,-,-,-,0
prctl10,0,0,0,-,-,-,0
pread01,0,1,0,-,-,-,0
pread01_64,0,1,0,-,-,-,0
pread02,0,3,0,-,-,-,0
pread02_64,0,3,0,-,-,-,0
preadv01,0,3,0,-,-,-,0
preadv01_64,0,3,0,-,-,-,0
preadv02,0,8,0,-,-,-,0
preadv02_64,0,8,0,-,-,-,0
preadv03,0,1,0,-,-,-,0
preadv03_64,0,1,0,-,-,-,0
preadv201,0,1,0,-,-,-,0
preadv201_64,0,1,0,-,-,-,0
preadv202,0,1,0,-,-,-,0
preadv202_64,0,1,0,-,-,-,0
preadv203,0,1,0,-,-,-,0
preadv203_64,0,1,0,-,-,-,0
prepare_lvm.sh,0,0,0,-,-,-,0
print_caps,0,0,0,-,-,-,0
proc01,0,0,0,-,-,-,0
proc_sched_rt01,0,0,0,-,-,-,0
process_madvise01,0,0,0,-,-,-,0
process_vm01,0,1,0,-,-,-,0
process_vm_readv02,0,1,0,-,-,-,0
process_vm_readv03,0,1,0,-,-,-,0
process_vm_writev02,0,1,0,-,-,-,0
profil01,0,0,0,-,-,-,0
prot_hsymlinks,0,0,0,-,-,-,0
pselect01,0,1,0,-,-,-,0
pselect01_64,0,1,0,-,-,-,0
pselect02,2,3,2,-,-,-,2
pselect02_64,2,3,2,-,-,-,2
pselect03,1,1,1,-,-,-,1
pselect03_64,1,1,1,-,-,-,1
pt_test,0,1,0,-,-,-,0
ptem01,0,0,0,-,-,-,0
pth_str01,0,0,0,-,-,-,0
pth_str02,0,0,0,-,-,-,0
pth_str03,0,0,0,-,-,-,0
pthcli,0,0,0,-,-,-,0
pthserv,0,0,0,-,-,-,0
ptrace01,0,3,0,-,-,-,0
ptrace02,0,1,0,-,-,-,0
ptrace03,0,2,0,-,-,-,0
ptrace04,0,0,0,-,-,-,0
ptrace05,0,0,0,-,-,-,0
ptrace06,0,0,0,-,-,-,0
ptrace07,0,0,0,-,-,-,0
ptrace08,0,0,0,-,-,-,0
ptrace09,0,0,0,-,-,-,0
ptrace10,0,0,0,-,-,-,0
ptrace11,0,2,0,-,-,-,0
pty01,0,0,0,-,-,-,0
pty02,0,1,0,-,-,-,0
pty03,0,0,0,-,-,-,0
pty04,0,1,0,-,-,-,0
pty05,0,0,0,-,-,-,0
pty06,0,1,0,-,-,-,0
pty07,0,1,0,-,-,-,0
pwrite01,0,1,0,-,-,-,0
pwrite01_64,0,1,0,-,-,-,0
pwrite02,0,5,0,-,-,-,0
pwrite02_64,0,5,0,-,-,-,0
pwrite03,0,1,0,-,-,-,0
pwrite03_64,0,1,0,-,-,-,0
pwrite04,0,1,0,-,-,-,0
pwrite04_64,0,1,0,-,-,-,0
pwritev01,0,1,0,-,-,-,0
pwritev01_64,0,1,0,-,-,-,0
pwritev02,0,7,0,-,-,-,0
pwritev02_64,0,7,0,-,-,-,0
pwritev03,0,1,0,-,-,-,0
pwritev03_64,0,1,0,-,-,-,0
pwritev201,0,1,0,-,-,-,0
pwritev201_64,0,1,0,-,-,-,0
pwritev202,0,1,0,-,-,-,0
pwritev202_64,0,1,0,-,-,-,0
quota_remount_test01.sh,0,0,0,-,-,-,0
quotactl01,0,0,0,-,-,-,0
quotactl02,0,0,0,-,-,-,0
quotactl03,0,0,0,-,-,-,0
quotactl04,0,0,0,-,-,-,0
quotactl05,0,0,0,-,-,-,0
quotactl06,0,0,0,-,-,-,0
quotactl07,0,0,0,-,-,-,0
quotactl08,0,0,0,-,-,-,0
quotactl09,0,0,0,-,-,-,0
rcu_torture.sh,0,0,0,-,-,-,0
read01,1,1,1,-,-,-,1
read02,3,5,3,-,-,-,3
read03,0,3,0,-,-,-,0
read04,1,1,1,-,-,-,1
read_all,0,1,0,-,-,-,0
readahead01,0,1,0,-,-,-,0
readahead02,0,1,0,-,-,-,0
readdir01,0,1,0,-,-,-,0
readdir21,0,1,0,-,-,-,0
readlink01,0,1,0,-,-,-,0
readlink03,0,1,0,-,-,-,0
readlinkat01,0,2,0,-,-,-,0
readlinkat02,0,1,0,-,-,-,0
readv01,10,10,10,-,-,-,10
readv02,1,5,1,-,-,-,1
realpath01,1,1,1,-,-,-,1
reboot01,0,2,0,-,-,-,0
reboot02,0,2,0,-,-,-,0
recv01,0,0,0,-,-,-,0
recvfrom01,0,0,0,-,-,-,0
recvmmsg01,0,1,0,-,-,-,0
recvmsg01,1,3,1,-,-,-,1
recvmsg02,0,1,0,-,-,-,0
recvmsg03,0,1,0,-,-,-,0
remap_file_pages01,0,0,0,-,-,-,0
remap_file_pages02,0,1,0,-,-,-,0
remove_password.sh,0,0,0,-,-,-,0
removexattr01,0,0,0,-,-,-,0
removexattr02,0,0,0,-,-,-,0
rename01,0,1,0,-,-,-,0
rename03,0,1,0,-,-,-,0
rename04,0,1,0,-,-,-,0
rename05,0,1,0,-,-,-,0
rename06,0,1,0,-,-,-,0
rename07,0,1,0,-,-,-,0
rename08,0,1,0,-,-,-,0
rename09,0,1,0,-,-,-,0
rename10,0,1,0,-,-,-,0
rename11,0,0,0,-,-,-,0
rename12,0,1,0,-,-,-,0
rename13,0,1,0,-,-,-,0
rename14,0,0,0,-,-,-,0
renameat01,0,0,0,-,-,-,0
renameat201,0,0,0,-,-,-,0
renameat202,0,0,0,-,-,-,0
request_key01,0,1,0,-,-,-,0
request_key02,0,1,0,-,-,-,0
request_key03,0,1,0,-,-,-,0
request_key04,0,1,0,-,-,-,0
request_key05,0,1,0,-,-,-,0
rmdir01,1,1,1,-,-,-,1
rmdir02,0,1,0,-,-,-,0
rmdir03,0,2,0,-,-,-,0
route-change-dst.sh,0,0,0,-,-,-,0
route-change-gw.sh,0,0,0,-,-,-,0
route-change-if.sh,0,0,0,-,-,-,0
route-change-netlink,0,0,0,-,-,-,0
route-change-netlink-dst.sh,0,0,0,-,-,-,0
route-change-netlink-gw.sh,0,0,0,-,-,-,0
route-change-netlink-if.sh,0,0,0,-,-,-,0
route-lib.sh,0,0,0,-,-,-,0
route-redirect.sh,0,0,0,-,-,-,0
route4-rmmod,0,0,0,-,-,-,0
route6-rmmod,0,0,0,-,-,-,0
rt_sigaction01,0,0,0,-,-,-,0
rt_sigaction02,0,0,0,-,-,-,0
rt_sigaction03,0,0,0,-,-,-,0
rt_sigprocmask01,0,0,0,-,-,-,0
rt_sigprocmask02,0,0,0,-,-,-,0
rt_sigqueueinfo01,0,0,0,-,-,-,0
rt_sigsuspend01,0,1,0,-,-,-,0
rtc01,0,0,0,-,-,-,0
rtc02,0,2,0,-,-,-,0
run_capbounds.sh,0,0,0,-,-,-,0
run_cpuctl_latency_test.sh,0,0,0,-,-,-,0
run_cpuctl_stress_test.sh,0,0,0,-,-,-,0
run_cpuctl_test.sh,0,0,0,-,-,-,0
run_cpuctl_test_fj.sh,0,0,0,-,-,-,0
run_freezer.sh,0,0,0,-,-,-,0
run_memctl_test.sh,0,0,0,-,-,-,0
run_sched_cliserv.sh,0,0,0,-,-,-,0
runpwtests01.sh,0,0,0,-,-,-,0
runpwtests02.sh,0,0,0,-,-,-,0
runpwtests03.sh,0,0,0,-,-,-,0
runpwtests04.sh,0,0,0,-,-,-,0
runpwtests05.sh,0,0,0,-,-,-,0
runpwtests06.sh,0,0,0,-,-,-,0
runpwtests_exclusive01.sh,0,0,0,-,-,-,0
runpwtests_exclusive02.sh,0,0,0,-,-,-,0
runpwtests_exclusive03.sh,0,0,0,-,-,-,0
runpwtests_exclusive04.sh,0,0,0,-,-,-,0
runpwtests_exclusive05.sh,0,0,0,-,-,-,0
rwtest,0,0,0,-,-,-,0
sbrk01,1,3,1,-,-,-,1
sbrk02,1,1,1,-,-,-,1
sbrk03,0,0,0,-,-,-,0
sched_datafile,0,0,0,-,-,-,0
sched_driver,0,0,0,-,-,-,0
sched_get_priority_max01,0,1,0,-,-,-,0
sched_get_priority_max02,0,1,0,-,-,-,0
sched_get_priority_min01,0,1,0,-,-,-,0
sched_get_priority_min02,0,1,0,-,-,-,0
sched_getaffinity01,1,4,1,-,-,-,1
sched_getattr01,0,0,0,-,-,-,0
sched_getattr02,0,0,0,-,-,-,0
sched_getparam01,0,4,0,-,-,-,0
sched_getparam03,0,2,0,-,-,-,0
sched_getscheduler01,0,2,0,-,-,-,0
sched_getscheduler02,0,2,0,-,-,-,0
sched_rr_get_interval01,0,2,0,-,-,-,0
sched_rr_get_interval02,0,2,0,-,-,-,0
sched_rr_get_interval03,0,2,0,-,-,-,0
sched_setaffinity01,0,1,0,-,-,-,0
sched_setattr01,0,0,0,-,-,-,0
sched_setparam01,0,2,0,-,-,-,0
sched_setparam02,0,2,0,-,-,-,0
sched_setparam03,0,2,0,-,-,-,0
sched_setparam04,0,2,0,-,-,-,0
sched_setparam05,0,2,0,-,-,-,0
sched_setscheduler01,0,2,0,-,-,-,0
sched_setscheduler02,0,2,0,-,-,-,0
sched_setscheduler03,0,1,0,-,-,-,0
sched_setscheduler04,0,2,0,-,-,-,0
sched_stress.sh,0,0,0,-,-,-,0
sched_tc0,0,0,0,-,-,-,0
sched_tc1,0,0,0,-,-,-,0
sched_tc2,0,0,0,-,-,-,0
sched_tc3,0,0,0,-,-,-,0
sched_tc4,0,0,0,-,-,-,0
sched_tc5,0,0,0,-,-,-,0
sched_tc6,0,0,0,-,-,-,0
sched_yield01,0,0,0,-,-,-,0
sctp01.sh,0,0,0,-,-,-,0
sctp_big_chunk,0,1,0,-,-,-,0
sctp_ipsec.sh,0,0,0,-,-,-,0
sctp_ipsec_vti.sh,0,0,0,-,-,-,0
select01,0,2,0,-,-,-,0
select02,0,1,0,-,-,-,0
select03,2,13,2,-,-,-,2
sem_comm,0,2,0,-,-,-,0
sem_nstest,0,1,0,-,-,-,0
semctl01,0,1,0,-,-,-,0
semctl02,0,1,0,-,-,-,0
semctl03,0,1,0,-,-,-,0
semctl04,0,1,0,-,-,-,0
semctl05,0,1,0,-,-,-,0
semctl06,0,0,0,-,-,-,0
semctl07,0,1,0,-,-,-,0
semctl08,0,0,0,-,-,-,0
semctl09,0,1,0,-,-,-,0
semget01,0,1,0,-,-,-,0
semget02,0,1,0,-,-,-,0
semget05,0,1,0,-,-,-,0
semop01,0,2,0,-,-,-,0
semop02,0,2,0,-,-,-,0
semop03,0,2,0,-,-,-,0
semop04,0,1,0,-,-,-,0
semop05,0,0,0,-,-,-,0
semtest_2ns,0,2,0,-,-,-,0
send01,0,0,0,-,-,-,0
send02,0,1,0,-,-,-,0
sendfile01.sh,0,0,0,-,-,-,0
sendfile02,0,2,0,-,-,-,0
sendfile02_64,0,2,0,-,-,-,0
sendfile03,3,4,3,-,-,-,3
sendfile03_64,3,4,3,-,-,-,3
sendfile04,0,5,0,-,-,-,0
sendfile04_64,0,5,0,-,-,-,0
sendfile05,0,1,0,-,-,-,0
sendfile05_64,0,1,0,-,-,-,0
sendfile06,1,1,1,-,-,-,1
sendfile06_64,1,1,1,-,-,-,1
sendfile08,1,1,1,-,-,-,1
sendfile08_64,1,1,1,-,-,-,1
sendfile09,0,1,0,-,-,-,0
sendfile09_64,0,1,0,-,-,-,0
sendmmsg01,0,1,0,-,-,-,0
sendmmsg02,1,1,1,-,-,-,1
sendmsg01,0,0,0,-,-,-,0
sendmsg02,0,0,0,-,-,-,0
sendmsg03,0,0,0,-,-,-,0
sendto01,0,0,0,-,-,-,0
sendto02,0,1,0,-,-,-,0
sendto03,0,0,0,-,-,-,0
set_ipv4addr,0,0,0,-,-,-,0
set_mempolicy01,0,0,0,-,-,-,0
set_mempolicy02,0,0,0,-,-,-,0
set_mempolicy03,0,0,0,-,-,-,0
set_mempolicy04,0,0,0,-,-,-,0
set_mempolicy05,0,0,0,-,-,-,0
set_robust_list01,0,0,0,-,-,-,0
set_thread_area01,0,0,0,-,-,-,0
set_tid_address01,0,0,0,-,-,-,0
setdomainname01,0,2,0,-,-,-,0
setdomainname02,0,6,0,-,-,-,0
setdomainname03,0,4,0,-,-,-,0
setegid01,0,1,0,-,-,-,0
setegid02,0,1,0,-,-,-,0
setfsgid01,0,3,0,-,-,-,0
setfsgid01_16,0,1,0,-,-,-,0
setfsgid02,0,4,0,-,-,-,0
setfsgid02_16,0,1,0,-,-,-,0
setfsuid01,0,2,0,-,-,-,0
setfsuid01_16,0,1,0,-,-,-,0
setfsuid02,0,2,0,-,-,-,0
setfsuid02_16,0,1,0,-,-,-,0
setfsuid03,0,2,0,-,-,-,0
setfsuid03_16,0,1,0,-,-,-,0
setfsuid04,0,0,0,-,-,-,0
setfsuid04_16,0,0,0,-,-,-,0
setgid01,1,1,1,-,-,-,1
setgid01_16,0,1,0,-,-,-,0
setgid02,0,1,0,-,-,-,0
setgid02_16,0,1,0,-,-,-,0
setgid03,2,2,2,-,-,-,2
setgid03_16,0,1,0,-,-,-,0
setgroups01,0,1,0,-,-,-,0
setgroups01_16,0,1,0,-,-,-,0
setgroups02,0,3,0,-,-,-,0
setgroups02_16,0,1,0,-,-,-,0
setgroups03,0,3,0,-,-,-,0
setgroups03_16,0,1,0,-,-,-,0
setgroups04,0,0,0,-,-,-,0
setgroups04_16,0,0,0,-,-,-,0
sethostname01,0,2,0,-,-,-,0
sethostname02,0,6,0,-,-,-,0
sethostname03,0,4,0,-,-,-,0
setitimer01,0,1,0,-,-,-,0
setitimer02,2,3,2,-,-,-,2
setns01,0,1,0,-,-,-,0
setns02,0,3,0,-,-,-,0
setpgid01,0,0,0,-,-,-,0
setpgid02,0,3,0,-,-,-,0
setpgid03,0,1,0,-,-,-,0
setpgid03_child,0,0,0,-,-,-,0
setpgrp01,0,0,0,-,-,-,0
setpgrp02,2,2,2,-,-,-,2
setpriority01,0,1,0,-,-,-,0
setpriority02,0,7,0,-,-,-,0
setregid01,0,5,0,-,-,-,0
setregid01_16,0,1,0,-,-,-,0
setregid02,6,12,6,-,-,-,6
setregid02_16,0,1,0,-,-,-,0
setregid03,0,1,0,-,-,-,0
setregid03_16,0,1,0,-,-,-,0
setregid04,0,9,0,-,-,-,0
setregid04_16,0,1,0,-,-,-,0
setresgid01,0,0,0,-,-,-,0
setresgid01_16,0,0,0,-,-,-,0
setresgid02,0,1,0,-,-,-,0
setresgid02_16,0,1,0,-,-,-,0
setresgid03,0,1,0,-,-,-,0
setresgid03_16,0,1,0,-,-,-,0
setresgid04,0,0,0,-,-,-,0
setresgid04_16,0,0,0,-,-,-,0
setresuid01,2,9,2,-,-,-,2
setresuid01_16,0,1,0,-,-,-,0
setresuid02,0,4,0,-,-,-,0
setresuid02_16,0,1,0,-,-,-,0
setresuid03,0,3,0,-,-,-,0
setresuid03_16,0,1,0,-,-,-,0
setresuid04,1,3,1,-,-,-,1
setresuid04_16,0,1,0,-,-,-,0
setresuid05,1,2,1,-,-,-,1
setresuid05_16,0,1,0,-,-,-,0
setreuid01,0,7,0,-,-,-,0
setreuid01_16,0,1,0,-,-,-,0
setreuid02,0,7,0,-,-,-,0
setreuid02_16,0,1,0,-,-,-,0
setreuid03,0,14,0,-,-,-,0
setreuid03_16,0,1,0,-,-,-,0
setreuid04,0,3,0,-,-,-,0
setreuid04_16,0,1,0,-,-,-,0
setreuid05,0,14,0,-,-,-,0
setreuid05_16,0,1,0,-,-,-,0
setreuid06,0,3,0,-,-,-,0
setreuid06_16,0,1,0,-,-,-,0
setreuid07,1,5,1,-,-,-,1
setreuid07_16,0,1,0,-,-,-,0
setrlimit01,0,0,0,-,-,-,0
setrlimit02,1,2,1,-,-,-,1
setrlimit03,0,2,0,-,-,-,0
setrlimit04,1,1,1,-,-,-,1
setrlimit06,0,1,0,-,-,-,0
setsid01,0,0,0,-,-,-,0
setsockopt01,2,8,2,-,-,-,2
setsockopt02,0,1,0,-,-,-,0
setsockopt03,1,2,1,-,-,-,1
setsockopt04,0,1,0,-,-,-,0
setsockopt05,0,0,0,-,-,-,0
setsockopt06,0,0,0,-,-,-,0
setsockopt07,0,0,0,-,-,-,0
setsockopt08,0,0,0,-,-,-,0
setsockopt09,0,0,0,-,-,-,0
setsockopt10,0,0,0,-,-,-,0
settimeofday01,1,1,1,-,-,-,1
settimeofday02,0,1,0,-,-,-,0
setuid01,1,1,1,-,-,-,1
setuid01_16,0,1,0,-,-,-,0
setuid03,0,1,0,-,-,-,0
setuid03_16,0,1,0,-,-,-,0
setuid04,0,1,0,-,-,-,0
setuid04_16,0,1,0,-,-,-,0
setxattr01,0,1,0,-,-,-,0
setxattr02,0,1,0,-,-,-,0
setxattr03,0,2,0,-,-,-,0
sgetmask01,0,0,0,-,-,-,0
shell_pipe01.sh,0,0,0,-,-,-,0
shm_comm,0,2,0,-,-,-,0
shm_test,0,0,0,-,-,-,0
shmat01,0,1,0,-,-,-,0
shmat02,0,1,0,-,-,-,0
shmat03,0,1,0,-,-,-,0
shmat04,0,2,0,-,-,-,0
shmat1,0,0,0,-,-,-,0
shmctl01,0,2,0,-,-,-,0
shmctl02,0,2,0,-,-,-,0
shmctl03,0,1,0,-,-,-,0
shmctl04,0,2,0,-,-,-,0
shmctl05,0,1,0,-,-,-,0
shmctl06,0,0,0,-,-,-,0
shmctl07,0,3,0,-,-,-,0
shmctl08,0,2,0,-,-,-,0
shmdt01,0,2,0,-,-,-,0
shmdt02,0,1,0,-,-,-,0
shmem_2nstest,0,2,0,-,-,-,0
shmget02,0,0,0,-,-,-,0
shmget03,0,1,0,-,-,-,0
shmget04,0,4,0,-,-,-,0
shmget05,0,0,0,-,-,-,0
shmget06,0,0,0,-,-,-,0
shmnstest,1,2,1,-,-,-,1
shmt02,0,0,0,-,-,-,0
shmt03,0,0,0,-,-,-,0
shmt04,0,0,0,-,-,-,0
shmt05,0,0,0,-,-,-,0
shmt06,0,0,0,-,-,-,0
shmt07,0,0,0,-,-,-,0
shmt08,0,0,0,-,-,-,0
shmt09,0,0,0,-,-,-,0
shmt10,0,0,0,-,-,-,0
sigaction01,0,0,0,-,-,-,0
sigaction02,0,0,0,-,-,-,0
sigaltstack01,0,0,0,-,-,-,0
sigaltstack02,2,2,2,-,-,-,2
sighold02,0,1,0,-,-,-,0
signal01,3,6,3,-,-,-,3
signal02,3,3,3,-,-,-,3
signal03,31,31,31,-,-,-,31
signal04,28,28,28,-,-,-,28
signal05,31,31,31,-,-,-,31
signal06,0,0,0,-,-,-,0
signalfd01,0,0,0,-,-,-,0
signalfd4_01,0,0,0,-,-,-,0
signalfd4_02,0,0,0,-,-,-,0
sigpending02,0,1,0,-,-,-,0
sigprocmask01,0,0,0,-,-,-,0
sigrelse01,0,0,0,-,-,-,0
sigsuspend01,0,1,0,-,-,-,0
sit01.sh,0,0,0,-,-,-,0
smack_common.sh,0,0,0,-,-,-,0
smack_file_access.sh,0,0,0,-,-,-,0
smack_notroot,0,0,0,-,-,-,0
smack_set_ambient.sh,0,0,0,-,-,-,0
smack_set_cipso.sh,0,0,0,-,-,-,0
smack_set_current.sh,0,0,0,-,-,-,0
smack_set_direct.sh,0,0,0,-,-,-,0
smack_set_doi.sh,0,0,0,-,-,-,0
smack_set_load.sh,0,0,0,-,-,-,0
smack_set_netlabel.sh,0,0,0,-,-,-,0
smack_set_onlycap.sh,0,0,0,-,-,-,0
smack_set_socket_labels,0,0,0,-,-,-,0
smt_smp_affinity.sh,0,0,0,-,-,-,0
smt_smp_enabled.sh,0,0,0,-,-,-,0
snd_seq01,0,1,0,-,-,-,0
snd_timer01,0,1,0,-,-,-,0
socket01,4,9,4,-,-,-,4
socket02,4,4,4,-,-,-,4
socketcall01,0,1,0,-,-,-,0
socketcall02,0,1,0,-,-,-,0
socketcall03,0,1,0,-,-,-,0
socketpair01,2,5,2,-,-,-,2
socketpair02,4,4,4,-,-,-,4
sockioctl01,0,0,0,-,-,-,0
splice01,0,1,0,-,-,-,0
splice02,0,1,0,-,-,-,0
splice03,0,7,0,-,-,-,0
splice04,0,1,0,-,-,-,0
splice05,0,1,0,-,-,-,0
splice06,0,0,0,-,-,-,0
splice07,0,327,0,-,-,-,0
splice08,0,0,0,-,-,-,0
splice09,0,0,0,-,-,-,0
squashfs01,0,0,0,-,-,-,0
ssetmask01,0,0,0,-,-,-,0
ssh-stress.sh,0,0,0,-,-,-,0
stack_clash,0,1,0,-,-,-,0
stack_space,0,0,0,-,-,-,0
starvation,0,3,0,-,-,-,0
stat01,0,1,0,-,-,-,0
stat01_64,0,1,0,-,-,-,0
stat02,2,2,2,-,-,-,2
stat02_64,2,2,2,-,-,-,2
stat03,0,1,0,-,-,-,0
stat03_64,0,1,0,-,-,-,0
statfs01,0,1,0,-,-,-,0
statfs01_64,0,1,0,-,-,-,0
statfs02,0,1,0,-,-,-,0
statfs02_64,0,1,0,-,-,-,0
statfs03,0,1,0,-,-,-,0
statfs03_64,0,1,0,-,-,-,0
statvfs01,0,1,0,-,-,-,0
statvfs02,0,1,0,-,-,-,0
statx01,0,1,0,-,-,-,0
statx02,0,1,0,-,-,-,0
statx03,2,7,2,-,-,-,2
statx04,0,1,0,-,-,-,0
statx05,0,0,0,-,-,-,0
statx06,0,1,0,-,-,-,0
statx07,0,0,0,-,-,-,0
statx08,0,5,0,-,-,-,0
statx09,0,0,0,-,-,-,0
statx10,0,1,0,-,-,-,0
statx12,0,4,0,-,-,-,0
stime01,1,3,1,-,-,-,1
stime02,1,3,1,-,-,-,1
stop_freeze_sleep_thaw_cont.sh,0,0,0,-,-,-,0
stop_freeze_thaw_cont.sh,0,0,0,-,-,-,0
stream01,0,0,0,-,-,-,0
stream02,0,0,0,-,-,-,0
stream03,0,0,0,-,-,-,0
stream04,0,0,0,-,-,-,0
stream05,0,0,0,-,-,-,0
string01,0,0,0,-,-,-,0
support_numa,0,0,0,-,-,-,0
swapoff01,0,1,0,-,-,-,0
swapoff02,0,1,0,-,-,-,0
swapon01,0,1,0,-,-,-,0
swapon02,0,1,0,-,-,-,0
swapon03,0,1,0,-,-,-,0
swapping01,0,0,0,-,-,-,0
symlink01,0,0,0,-,-,-,0
symlink02,0,2,0,-,-,-,0
symlink03,0,0,0,-,-,-,0
symlink04,0,1,0,-,-,-,0
symlinkat01,0,0,0,-,-,-,0
sync01,0,1,0,-,-,-,0
sync_file_range01,0,1,0,-,-,-,0
sync_file_range02,0,1,0,-,-,-,0
syncfs01,0,1,0,-,-,-,0
syscall01,3,3,3,-,-,-,3
sysconf01,0,0,0,-,-,-,0
